,ingredients,vegetables,meat,seafood,fruits,mushrooms,grains,id,dish,label
252649,куриные ножки панировке поливаются сладким соусом kannam honey butter ванильномедовыми нотками посыпается кунжутом отлично оттеняющим сладость соуса,0.46765864,0.46960884,0.49325487,0.45514795,0.5578166,0.50025403,70000001059971139,Ножки Медовый Мини 250 гр.,Ножки
252650,куриные ножки панировке поливаются сладким соусом kannam honey butter ванильномедовыми нотками посыпается кунжутом отлично оттеняющим сладость соуса,0.46765864,0.46960884,0.49325487,0.45514795,0.5578166,0.50025403,70000001059971139,Ножки Медовый Стандарт 500 гр.,Ножки
252653,куриные ножки сырной панировке kannam cheese ярким сладкосолоноватым вкусом выдержанного сыра,0.46986663,0.46859375,0.49846727,0.44783428,0.55622965,0.49479833,70000001059971139,Ножки Сырный снег Мини 250 гр.,Ножки
252654,куриные ножки сырной панировке kannam cheese ярким сладкосолоноватым вкусом выдержанного сыра,0.46986663,0.46859375,0.49846727,0.44783428,0.55622965,0.49479833,70000001059971139,Ножки Сырный снег Стандарт 500 гр.,Ножки
252657,куриные ножки классической хрустящей панировке 20 специй мира посыпаются попкорном,0.47493887,0.46603617,0.50075495,0.45020342,0.5556164,0.49283305,70000001059971139,Ножки Фрайд Мини 250 гр.,Ножки
252658,куриные ножки классической хрустящей панировке 20 специй мира посыпаются попкорном,0.47493887,0.46603617,0.50075495,0.45020342,0.5556164,0.49283305,70000001059971139,Ножки Фрайд Стандарт 500 гр.,Ножки
252661,уриные ножки панировке поливаются соусом kannam chili выраженным острым вкусом жгучего перца чили корейских пряностей,0.4733314,0.46847773,0.4966854,0.4506131,0.5564138,0.49891648,70000001059971139,Ножки Чили Мини 250 гр.,Ножки
252662,уриные ножки панировке поливаются соусом kannam chili выраженным острым вкусом жгучего перца чили корейских пряностей,0.4733314,0.46847773,0.4966854,0.4506131,0.5564138,0.49891648,70000001059971139,Ножки Чили Стандарт 500 гр.,Ножки
252665,куриное филе панировке поливается пикантным соусом kannam bbq приятным ароматом дымка посыпается хрустящим кранч луком,0.471678,0.472757,0.49714848,0.44657367,0.56057596,0.4977541,70000001059971139,Филе BBQ Мини 200 гр.,Филе
252666,куриное филе панировке поливается пикантным соусом kannam bbq приятным ароматом дымка посыпается хрустящим кранч луком,0.471678,0.472757,0.49714848,0.44657367,0.56057596,0.4977541,70000001059971139,Филе BBQ Стандарт 400 гр.,Филе
252669,куриное филе панировке поливается фирменным корейским соусом kannam yangnyeom который отличается пряным немного сладковатым вкусом легкой остринкой посыпается дробленым арахисом,0.47515464,0.47141343,0.49651036,0.44600213,0.5610815,0.50444144,70000001059971139,Филе Каннам Мини 200 гр.,Филе
252670,куриное филе панировке поливается фирменным корейским соусом kannam yangnyeom который отличается пряным немного сладковатым вкусом легкой остринкой посыпается дробленым арахисом,0.47515464,0.47141343,0.49651036,0.44600213,0.5610815,0.50444144,70000001059971139,Филе Каннам Стандарт 400 гр.,Филе
252673,куриное филе панировке поливается соусом kannam kangjong yangnyeom сочетающим остроту чеснока жгучесть перца чили нежность мёда посыпается чесночными ломтиками,0.47272503,0.4709336,0.4958125,0.44974867,0.5576897,0.5009834,70000001059971139,Филе Медово-чесночный Мини 200 гр.,Филе
252674,куриное филе панировке поливается соусом kannam kangjong yangnyeom сочетающим остроту чеснока жгучесть перца чили нежность мёда посыпается чесночными ломтиками,0.47272503,0.4709336,0.4958125,0.44974867,0.5576897,0.5009834,70000001059971139,Филе Медово-чесночный Стандарт 400 гр.,Филе
252677,куриное филе панировке поливается сладким соусом kannam honey butter ванильномедовыми нотками посыпается кунжутом отлично оттеняющим сладость соуса,0.46726996,0.47169527,0.4929671,0.45250547,0.5575145,0.5015048,70000001059971139,Филе Медовый Мини 200 гр.,Филе
252678,куриное филе панировке поливается сладким соусом kannam honey butter ванильномедовыми нотками посыпается кунжутом отлично оттеняющим сладость соуса,0.46726996,0.47169527,0.4929671,0.45250547,0.5575145,0.5015048,70000001059971139,Филе Медовый Стандарт 400 гр.,Филе
252681,куриное филе сырной панировке kannam cheese ярким сладкосолоноватым вкусом выдержанного сыра,0.46845937,0.470676,0.49753705,0.44511282,0.55637884,0.49609503,70000001059971139,Филе Сырный Снег Мини 200 гр.,Филе
252682,куриное филе сырной панировке kannam cheese ярким сладкосолоноватым вкусом выдержанного сыра,0.46845937,0.470676,0.49753705,0.44511282,0.55637884,0.49609503,70000001059971139,Филе Сырный снег Стандарт 400 гр.,Филе
252685,куриное филе классической хрустящей панировке 20 специй мира посыпается попкорном,0.47455686,0.46802872,0.5004528,0.44723767,0.5547261,0.49391878,70000001059971139,Филе Фрайд Мини 200 гр.,Филе
252686,куриное филе классической хрустящей панировке 20 специй мира посыпается попкорном,0.47455686,0.46802872,0.5004528,0.44723767,0.5547261,0.49391878,70000001059971139,Филе Фрайд Стандарт 400 гр.,Филе
252689,куриное филе панировке поливается соусом kannam chili выраженным острым вкусом жгучего перца чили корейских пряностей,0.47248018,0.4703901,0.49669793,0.44731614,0.55563706,0.499537,70000001059971139,Филе Чили Мини 200 гр.,Филе
252690,куриное филе панировке поливается соусом kannam chili выраженным острым вкусом жгучего перца чили корейских пряностей,0.47248018,0.4703901,0.49669793,0.44731614,0.55563706,0.499537,70000001059971139,Филе Чили Стандарт 400 гр.,Филе
252693,сет крыльякрылья выбери 2 вкуса 7ми,0.46423852,0.4622234,0.5001139,0.4482181,0.5560551,0.49623474,70000001059971139,2 вкуса: крылья 400 гр.,Сеты
252694,сет филефиле выбери 2 вкуса 7ми,0.46277523,0.46507427,0.50164115,0.44998297,0.5510541,0.49565265,70000001059971139,2 вкуса: филе 300 гр.,Сеты
252695,сет 3х порций филе выбери 3 вкуса 7ми,0.4682164,0.46596798,0.50079924,0.4489802,0.5488309,0.4934674,70000001059971139,3 вкуса: филе 450 гр.,Сеты
252696,сет 4х порций крыльев выбери 4 вкуса 7ми,0.4717131,0.4654158,0.5019572,0.44960946,0.5500266,0.49193537,70000001059971139,4 вкуса: крылья 620 гр.,Сеты
252697,сет филе 7 вкусах фрайд каннам сырный снег медовый чили барбекю медовочесночный,0.471927,0.46527755,0.5018166,0.45251036,0.5572982,0.49192625,70000001059971139,7 вкусов : Филе Большой 1050 гр.,Сеты
252698,сет филе 7 вкусах фрайд каннам сырный снег медовый чили барбекю медовочесночный,0.471927,0.46527755,0.5018166,0.45251036,0.5572982,0.49192625,70000001059971139,7 вкусов : Филе Стандарт 700 гр.,Сеты
252701,сет крыльев 7 вкусах фрайд каннам сырный снег медовый чили барбекю медовочесночный,0.47250488,0.4650984,0.49983388,0.4525502,0.558542,0.49176362,70000001059971139,7 вкусов: крылья Большой 1450 гр.,Сеты
252702,сет крыльев 7 вкусах фрайд каннам сырный снег медовый чили барбекю медовочесночный,0.47250488,0.4650984,0.49983388,0.4525502,0.558542,0.49176362,70000001059971139,7 вкусов: Крылья Стандарт 875 гр.,Сеты
252705,чука фунчоза мидии горох соевый соус шрирача нори кунжут,0.46741608,0.46952224,0.5011269,0.4511183,0.5538231,0.489739,70000001034903505,"Фунчоза, чука, мидии",Салаты
252706,говядина соевая спаржа опята маринованные эдамаме бобы салат айсберг соус устричный соус сладкий чили имбирь маринованный кунжут,0.47229004,0.46639374,0.4990688,0.4546939,0.561995,0.4979435,70000001034903505,"Говядина, спаржа",Салаты
252707,авокадо апельсин огурец базилик мята чили лайм сахар,0.46687114,0.47573897,0.50075483,0.4472411,0.55466807,0.4926798,70000001034903505,"Авокадо, апельсин",Салаты
252708,фасоль стручковая перец болгарский куриное филе кабачок помидоры черри шампиньоны эдамаме бобы соус терияки арахис солёный,0.4746075,0.46481854,0.49780962,0.45062354,0.56109124,0.4987276,70000001034903505,"Стручковая фасоль, бедро",Салаты
252709,огурец перец чили соевый соус уксус бальзамический гвоздика бадьян перец чёрный,0.47406474,0.4607462,0.49589914,0.45105398,0.5576274,0.4959213,70000001034903505,Битые огурцы,Салаты
252710,креветки манго креветкакурица морковь огурец перец болгарский фунчоза салат айсберг соус сладкий чили соус тайский мята рисовая бумага,0.46991643,0.47321263,0.49182284,0.4469118,0.55866873,0.49925143,70000001034903505,Гой Куон с креветкой,Закуски
252711,курица манго креветкакурица морковь огурец перец болгарский фунчоза салат айсберг соус сладкий чили соус тайский мята рисовая бумага,0.46882427,0.4752204,0.4913231,0.44647786,0.5580828,0.5000982,70000001034903505,Гой Куон с курицей,Закуски
252712,креветки хлопья темпуры соус сладкий чили,0.47216308,0.46272326,0.5034118,0.4521099,0.5512989,0.4890241,70000001034903505,Эби темпура,Закуски
252713,рисовая лапша говядина лук зелёный лук красный перец чили лайм,0.4699198,0.4613749,0.5054041,0.45822155,0.5530257,0.49570724,70000001034903505,Фо Бо 400г,Супы
252714,рисовая лапша говядина лук зелёный лук красный перец чили лайм,0.4699198,0.4613749,0.5054041,0.45822155,0.5530257,0.49570724,70000001034903505,Фо Бо 800г,Супы
252715,рисовая лапша говядина лук зелёный лук красный перец чили лайм,0.4699198,0.4613749,0.5054041,0.45822155,0.5530257,0.49570724,70000001034903505,Фо Бо 1200г,Супы
252722,рисовая лапша курица лук зелёный лук красный перец чили лайм,0.4704456,0.4646377,0.50430405,0.45696685,0.5548698,0.4973653,70000001034903505,Фо Га 400г,Супы
252723,рисовая лапша курица лук зелёный лук красный перец чили лайм,0.4704456,0.4646377,0.50430405,0.45696685,0.5548698,0.4973653,70000001034903505,Фо Га 800г,Супы
252724,рисовая лапша курица лук зелёный лук красный перец чили лайм,0.4704456,0.4646377,0.50430405,0.45696685,0.5548698,0.4973653,70000001034903505,Фо Га 1200г,Супы
252731,рисовая лапша креветки тигровые лук зелёный лук красный перец чили лайм,0.47275606,0.4633799,0.5049842,0.45673087,0.55662286,0.4968745,70000001034903505,Фо Том 400г,Супы
252732,рисовая лапша креветки тигровые лук зелёный лук красный перец чили лайм,0.47275606,0.4633799,0.5049842,0.45673087,0.55662286,0.4968745,70000001034903505,Фо Том 800г,Супы
252733,рисовая лапша креветки тигровые лук зелёный лук красный перец чили лайм,0.47275606,0.4633799,0.5049842,0.45673087,0.55662286,0.4968745,70000001034903505,Фо Том 1200г,Супы
252740,лапша пшеничная куриное филе помидоры черри лук красный лук зелёный маш водоросли нори яйцо кунжут,0.4702337,0.46249416,0.50040317,0.45539272,0.5603543,0.4973621,70000001034903505,Рамен с курицей 400г,Супы
252741,лапша пшеничная куриное филе помидоры черри лук красный лук зелёный маш водоросли нори яйцо кунжут,0.4702337,0.46249416,0.50040317,0.45539272,0.5603543,0.4973621,70000001034903505,Рамен с курицей 700г,Супы
252744,лапша пшеничная мидии помидоры черри лук красный лук зелёный маш водоросли нори яйцо кунжут,0.47159356,0.46210393,0.500841,0.45601964,0.55912274,0.49311188,70000001034903505,Рамен с мидиями 400г,Супы
252745,лапша пшеничная мидии помидоры черри лук красный лук зелёный маш водоросли нори яйцо кунжут,0.47159356,0.46210393,0.500841,0.45601964,0.55912274,0.49311188,70000001034903505,Рамен с мидиями 700г,Супы
252748,лапша пшеничная креветки помидоры черри лук красный лук зелёный маш водоросли нори яйцо кунжут,0.4701425,0.46165484,0.50065845,0.45445153,0.560249,0.49769443,70000001034903505,Рамен с креветками 400г,Супы
252749,лапша пшеничная креветки помидоры черри лук красный лук зелёный маш водоросли нори яйцо кунжут,0.4701425,0.46165484,0.50065845,0.45445153,0.560249,0.49769443,70000001034903505,Рамен с креветками 700г,Супы
252752,куриное филе шампиньоны цао гу помидоры черри лук зелёный кинза корень галангала имбирь лемонграсс листья лайма рис лайм соус шрирача,0.46914673,0.47023296,0.49655586,0.45447624,0.5617305,0.5056191,70000001034903505,Том Ям с курицей,Супы
252753,креветки мидии шампиньоны цао гу помидоры черри лук зелёный кинза корень галангала имбирь лемонграсс листья лайма рис лайм соус шрирача,0.4701209,0.4697069,0.49713993,0.4541538,0.56126195,0.5028169,70000001034903505,Том Ям с морепродуктами,Супы
252754,лангустин креветки мидии шампиньоны цао гу помидоры черри лук зелёный кинза корень галангала имбирь лемонграсс листья лайма рис лайм соус шрирача,0.47072047,0.46923622,0.49680346,0.4540548,0.5624481,0.50376487,70000001034903505,Том Ям Премиум,Супы
252755,филе куриное помидоры черри лук красный лук зелёный кокосовое молоко шампиньоны цао гу болгарский перец сливки рис,0.46911135,0.46595275,0.49561107,0.45271745,0.5631185,0.5023974,70000001034903505,Том Кха Гай,Супы
252756,лапша хондаши стружка тунец сливки арахис солёный шиитаке сычуанское масло шампиньоны сгущённое молоко цао гу,0.46858105,0.47321695,0.49137256,0.4519276,0.5604943,0.49666128,70000001034903505,"Шиитаке, яичная лапша",Супы
252757,морковный бисквит лаймовый курд мятой рисовое тесто,0.47458088,0.4636047,0.50404364,0.4521254,0.54913765,0.48261005,70000001034903505,Моти Мята-лайм,Десерты
252758,шоколадный бисквит начинка солёная карамель рисовое тесто,0.46910536,0.46014872,0.50194234,0.4494573,0.55312324,0.49197277,70000001034903505,Моти Шоколад-карамель,Десерты
252759,шоколадный бисквит солёная карамель арахисом рисовое тесто,0.47264305,0.46252972,0.5026663,0.44859213,0.5541912,0.49054685,70000001034903505,Моти Сникерс,Десерты
252760,ванильный бисквит белый ганаш добавлением матчи рисовое тесто,0.47261083,0.463748,0.5034702,0.44868186,0.5530667,0.4889208,70000001034903505,Моти Матча-белый шоколад,Десерты
252761,ванильный бисквит пюре маракуйя рисовое тесто,0.47343734,0.46143198,0.5048317,0.4504999,0.5524333,0.48692277,70000001034903505,Моти Маракуйя,Десерты
252762,бисквит сливочносырный крем свежая клубника рисовое тесто,0.47191617,0.4648226,0.50228965,0.4481317,0.5531365,0.49102694,70000001034903505,Моти Красный бархат,Десерты
252763,ванильнококосовый бисквит малиновый конфитюр рисовое тесто,0.47172466,0.46228302,0.5032997,0.45217395,0.54895115,0.4858129,70000001034903505,Моти Кокос-малина,Десерты
252764,морковный бисквит солёная карамель бананом рисовое тесто,0.47252148,0.4628981,0.50244427,0.4511393,0.5503363,0.48688552,70000001034903505,Моти Банан-солёная карамель,Десерты
252765,пюре манго сгущённое молоко вода,0.46463126,0.47032154,0.5007446,0.44867527,0.549995,0.48606583,70000001034903505,Манго-шейк,Напитки
252766,пюре маракуйи банан вода,0.46325338,0.46998456,0.50181186,0.45108387,0.5494011,0.48559624,70000001034903505,Маракуйя-шейк,Напитки
252767,клубничное пюре сгущённое молоко вода,0.46696258,0.46738794,0.5021201,0.45041248,0.5506244,0.4854995,70000001034903505,Клубника-шейк,Напитки
252768,смородиновое пюре банан вода,0.4670431,0.46845883,0.5029581,0.4515929,0.5509379,0.4855059,70000001034903505,Смородина-шейк,Напитки
252769,пшеничная лапша перец болгарский морковь огурец лук красный лук зелёный шампиньоны соус тонкацу имбирночесночная заправка кинза кунжут,0.47104654,0.4638632,0.49433634,0.4550755,0.5626007,0.5002448,70000001034903505,Вок овощной,Воки
252770,пшеничная лапша филе куриное перец болгарский морковь огурец лук красный лук зелёный соус устричный имбирночесночная заправка кинза кунжут,0.4712941,0.46307433,0.49684355,0.45478183,0.5611115,0.5006432,70000001034903505,Вок с курицей,Воки
252771,пшеничная лапша говядина перец болгарский морковь огурец лук красный лук зелёный соус устричный имбирночесночная заправка кинза кунжут,0.4720584,0.46216017,0.49853885,0.45471948,0.56032467,0.49898237,70000001034903505,Вок с говядиной,Воки
252772,пшеничная лапша мидии фасоль стручковая перец болгарский сливки огурец лук красный лук зелёный соус соевый имбирночесночная заправка кинза кунжут,0.47229078,0.4634675,0.49645147,0.45470566,0.5612837,0.49957752,70000001034903505,Вок с мидиями,Воки
252773,пшеничная лапша креветки фасоль стручковая перец болгарский соус терияки огурец лук красный лук зелёный соус соевый имбирночесночная заправка кинза кунжут,0.47194687,0.46390405,0.49449277,0.45498955,0.5622497,0.5038191,70000001034903505,Вок с креветками,Воки
252774,рисовая лапша куриное филе креветки лук красный лук зелёный яйцо лайм маш арахис хлопья чили тамаринд чеснок соевый соус паприка,0.46900004,0.46788678,0.49547777,0.45752183,0.56011426,0.50531155,70000001034903505,Пад Тай,Воки
252775,говяжья вырезка кукуруза гриль сыр блю чиз томаты черри микс салата вустерский соус 200г,0.47139883,0.4676759,0.4995178,0.45338264,0.56038654,0.50025344,70000001052467336,С ростбифом и голубым сыром,ENSALADA (Салаты)
252776,стрипсы чипсы пармезана томаты черри микс салата соус блючиз 185г,0.47416604,0.47062683,0.49906704,0.45045924,0.55615777,0.49664846,70000001052467336,С куриными стрипсами и пармезаном,ENSALADA (Салаты)
252777,тыква свекла творожный сыр микс салата лимонногорчичная заправка 190г,0.47049022,0.46842024,0.5000159,0.45319262,0.5568023,0.49810866,70000001052467336,С печеными овощами и творожным сыром,ENSALADA (Салаты)
252778,210г,0.49678886,0.4622608,0.5126437,0.47191,0.51889384,0.48693147,70000001052467336,С креветками,ENSALADA (Салаты)
252779,говядина моцарелла томатная сальса 180г,0.46677896,0.4665908,0.5018311,0.4556518,0.5502334,0.49437964,70000001052467336,Тако с рваной говядиной,TACOS (Тако)
252780,стрипсы томаты салат соус чипотле 180г,0.47569513,0.4638069,0.5035586,0.44787887,0.5514674,0.4910924,70000001052467336,С куриными стрипсами,TACOS (Тако)
252781,свиное ребро луковая сальса соус чипотле 190г,0.47051972,0.46991485,0.5004983,0.45074937,0.5491461,0.49230435,70000001052467336,Со свиным ребром,TACOS (Тако)
252782,тунец огурчики кимчи редис 190г,0.47014788,0.4710801,0.5023563,0.45200583,0.5430977,0.49096876,70000001052467336,Севиче с тунцом и острыми огурчиками,MERIENDAS (Закуски)
252783,мясной соус начос халапеньо соус агуачили 300г,0.46946546,0.47009313,0.49774453,0.45391348,0.5469917,0.49296907,70000001052467336,Начос кон карне,MERIENDAS (Закуски)
252784,тортилья перцем чили сметана томатная сальса 160г,0.47059557,0.4683948,0.49977455,0.45222327,0.5553717,0.49669558,70000001052467336,Тортильяс локо,MERIENDAS (Закуски)
252785,говяжья вырезка вяленые томаты домашний луковый соус 170г,0.47171247,0.46076894,0.502492,0.4542338,0.5539153,0.49122018,70000001052467336,Ростбиф,MERIENDAS (Закуски)
252786,дор блю козий качотта пажитником качотта трюфелем орехи сезонная ягода соус манго чили 240г140г,0.46945664,0.48191175,0.49819422,0.45015714,0.56236124,0.49506757,70000001052467336,Сырная тарелка,MERIENDAS (Закуски)
252787,310г,0.49454477,0.46387327,0.51820797,0.47537985,0.51632476,0.48759767,70000001052467336,Мидии в соусе блю чиз,MERIENDAS (Закуски)
252788,190г,0.49595824,0.4599072,0.51247215,0.47312486,0.5165356,0.4860588,70000001052467336,Гуакамоле на брускеттах,MERIENDAS (Закуски)
252789,рваная говядина жареные бананы соус чипотле 250г,0.46937364,0.46468073,0.5058459,0.4540493,0.55259824,0.4914236,70000001052467336,Ропа Вьеха,PRINCIPALES (Горячие блюда)
252790,говяжья вырезка стручковая фасоль томаты тортилья сальса сметана 2903030г,0.47143808,0.46817,0.5017943,0.45218936,0.56206274,0.49561283,70000001052467336,Фахитас,PRINCIPALES (Горячие блюда)
252791,креветки мидии колбаски картофель лук кукуруза сметана соус чамой 420г,0.4711347,0.4773004,0.49747863,0.45155007,0.552503,0.4916248,70000001052467336,Шримп Бойл,PRINCIPALES (Горячие блюда)
252792,креветки мидии кальмар соус блючиз картофель фри 380г,0.472638,0.4689723,0.5050369,0.45153692,0.5472271,0.4899782,70000001052467336,Пути’н с морепродуктами,PRINCIPALES (Горячие блюда)
252793,говяжья вырезка паприка перец чили картофель томаты черри мятный рис 340г,0.47161976,0.46398622,0.50447816,0.45377982,0.5549121,0.4949634,70000001052467336,Стейк сальтадо,PRINCIPALES (Горячие блюда)
252794,щечки томленые квасе крем жареного картофеля 290г,0.46964273,0.46785906,0.50662214,0.45270514,0.551404,0.49516955,70000001052467336,Говяжьи щечки,PRINCIPALES (Горячие блюда)
252795,колбаски сыр чеддер томатная сальса сметана коул слоу 250г,0.470676,0.4704762,0.50072163,0.44954684,0.5531239,0.494565,70000001052467336,Кесадилья сальчичас,PRINCIPALES (Горячие блюда)
252796,тыква сливки сыр блючиз соус агуачили,0.46788713,0.46277368,0.50301903,0.45337984,0.55235046,0.49469975,70000001052467336,Крем-суп из тыквы,SOPA (Супы)
252797,говядина томаты фасоль коул слоу 280г,0.46793807,0.4618847,0.5072091,0.454948,0.54632896,0.48960087,70000001052467336,Чили-кон-карне,SOPA (Супы)
252798,кокосовый карри креветки кальмар мидии 280г,0.47501552,0.47063935,0.5063672,0.45372432,0.54328555,0.48940945,70000001052467336,Лакса,SOPA (Супы)
252799,мясо цыпленка ароматный лаваш фирменный соус томаты свежий огурец салат капустный,0.47288972,0.46124604,0.497825,0.45449373,0.55912066,0.4943385,70000001044960809,Фирменная L,Шаурма:
252800,мясо цыпленка ароматный лаваш фирменный соус томаты свежий огурец салат капустный,0.47288972,0.46124604,0.497825,0.45449373,0.55912066,0.4943385,70000001044960809,Фирменная XL,Шаурма:
252801,мясо цыпленка ароматный лаваш фирменный соус томаты свежий огурец салат капустный,0.47288972,0.46124604,0.497825,0.45449373,0.55912066,0.4943385,70000001044960809,Фирменная XXL,Шаурма:
252808,мясо цыпленка ароматный лаваш фирменный соус томаты свежий огурец салат капустный перец халапенью,0.47111136,0.46297333,0.4936235,0.4564875,0.5622529,0.49713922,70000001044960809,Пикантная L,Шаурма:
252809,мясо цыпленка ароматный лаваш фирменный соус томаты свежий огурец салат капустный перец халапенью,0.47111136,0.46297333,0.4936235,0.4564875,0.5622529,0.49713922,70000001044960809,Пикантная XL,Шаурма:
252810,мясо цыпленка ароматный лаваш фирменный соус томаты свежий огурец салат капустный перец халапенью,0.47111136,0.46297333,0.4936235,0.4564875,0.5622529,0.49713922,70000001044960809,Пикантная XXL,Шаурма:
252817,мясо цыпленка ароматный лаваш фирменный соус томаты свежий огурец салат капустный cыр сливочный,0.47282156,0.46081293,0.4987558,0.45535737,0.5587581,0.49539086,70000001044960809,Сырная L,Шаурма:
252818,мясо цыпленка ароматный лаваш фирменный соус томаты свежий огурец салат капустный cыр сливочный,0.47282156,0.46081293,0.4987558,0.45535737,0.5587581,0.49539086,70000001044960809,Сырная XL,Шаурма:
252819,мясо цыпленка ароматный лаваш фирменный соус томаты свежий огурец салат капустный cыр сливочный,0.47282156,0.46081293,0.4987558,0.45535737,0.5587581,0.49539086,70000001044960809,Сырная XXL,Шаурма:
252826,ароматный лаваш фирменный соус томаты свежий огурец картофель фри салат капустный,0.47594824,0.4600551,0.5009442,0.4538564,0.5558153,0.49203026,70000001044960809,Вегетарианская L,Шаурма:
252827,ароматный лаваш фирменный соус томаты свежий огурец картофель фри салат капустный,0.47594824,0.4600551,0.5009442,0.4538564,0.5558153,0.49203026,70000001044960809,Вегетарианская XL,Шаурма:
252828,ароматный лаваш фирменный соус томаты свежий огурец картофель фри салат капустный,0.47594824,0.4600551,0.5009442,0.4538564,0.5558153,0.49203026,70000001044960809,Вегетарианская XXL,Шаурма:
252835,мясо цыпленка ароматный лаваш фирменный соус томаты маринованные огурчики лук картофель фри,0.47020945,0.463804,0.4979569,0.45373818,0.56102085,0.49589416,70000001044960809,Кавказская L,Шаурма:
252836,мясо цыпленка ароматный лаваш фирменный соус томаты маринованные огурчики лук картофель фри,0.47020945,0.463804,0.4979569,0.45373818,0.56102085,0.49589416,70000001044960809,Кавказская XL,Шаурма:
252837,мясо цыпленка ароматный лаваш фирменный соус томаты маринованные огурчики лук картофель фри,0.47020945,0.463804,0.4979569,0.45373818,0.56102085,0.49589416,70000001044960809,Кавказская XXL,Шаурма:
252844,мясо цыпленка ароматный лаваш фирменный соус сливочный сыр нежная моцарелла сочный ананас,0.46923605,0.46039563,0.49668992,0.45608446,0.558981,0.50096905,70000001044960809,Гавайская L,Шаурма:
252845,мясо цыпленка ароматный лаваш фирменный соус сливочный сыр нежная моцарелла сочный ананас,0.46923605,0.46039563,0.49668992,0.45608446,0.558981,0.50096905,70000001044960809,Гавайская XL,Шаурма:
252848,мясо цыпленка ароматный лаваш фирменный соус сливочный сыр нежный плавленый сыр сочный ананас,0.47153938,0.45921248,0.49812326,0.4574809,0.55824876,0.4988581,70000001044960809,Гавайская XXL,Шаурма:
252849,мясо цыпленка ароматный лаваш фирменный соус томаты сочный гранат маринованные огурчики картофель фри,0.47064975,0.4630138,0.4994883,0.45439628,0.56105006,0.49706888,70000001044960809,Арабская L,Шаурма:
252850,мясо цыпленка ароматный лаваш фирменный соус томаты сочный гранат маринованные огурчики картофель фри,0.47064975,0.4630138,0.4994883,0.45439628,0.56105006,0.49706888,70000001044960809,Арабская XL,Шаурма:
252851,мясо цыпленка ароматный лаваш фирменный соус томаты сочный гранат маринованные огурчики картофель фри,0.47064975,0.4630138,0.4994883,0.45439628,0.56105006,0.49706888,70000001044960809,Арабская XXL,Шаурма:
252858,100гр,0.47854376,0.4767838,0.51861453,0.46348783,0.5229457,0.4945923,70000001044960809,Картофель фри,Снеки
252859,100гр,0.47854376,0.4767838,0.51861453,0.46348783,0.5229457,0.4945923,70000001044960809,Картошечка по деревенски,Снеки
252860,100гр,0.47854376,0.4767838,0.51861453,0.46348783,0.5229457,0.4945923,70000001044960809,Наггетсы,Снеки
252867,соус «пармеджано» томлёный фарш 100 говядины сыр «чеддер» сыр «моццарелла» натуральный вишневый соус25 см 365₽30 см 625₽35 см 725₽,0.4742169,0.47061336,0.49737397,0.45641726,0.5581886,0.50393844,70000001027792986,Бомбора,Пицца
252868,соус «пармеджано» слабосоленый лосось сыр «моцарелла» томаты красный лук25 см 525₽30 см 735₽35 см 825₽,0.47207922,0.46833947,0.4980096,0.45430592,0.55878633,0.5017547,70000001027792986,Джоус,Пицца
252869,томлёный фарш 100 говядины томатный пиццасоус сыр «моццарелла» сыр благородной плесенью эвридэй уи шокин ю 325 см 365₽30 см 645₽35 см 725₽,0.47231165,0.47036448,0.49640846,0.4557337,0.5592873,0.50261056,70000001027792986,Шокинг Блю,Пицца
252870,сыр «моццарелла» колбаски «пепперони» томатный пиццасоус лукфри сушёные маслины орегано подаётся остропряным томатным соусом25 см 365₽30 см 565₽35 см 685₽,0.47276872,0.4721026,0.49615332,0.4517571,0.5596168,0.5063958,70000001027792986,Стармен,Пицца
252871,томатный пиццасоус сыр «моццарелла» свежие шампики свежие томаты бекон поджаренный лучок25 см 365₽30 см 625₽35 см 585₽,0.47194248,0.46812296,0.4971008,0.45391202,0.5576857,0.50312686,70000001027792986,Пятый Элемент,Пицца
252872,сырный соус бекон охотничьи колбаски шампики томаты перепелиные яички сыр моцарелла базилик традициях английского завтрака25 см 425₽30 см 655₽35 см 745₽,0.47147724,0.47077256,0.49909738,0.45434663,0.5596704,0.5044664,70000001027792986,Инглиш Брэкфаст,Пицца
252873,бекон ветчина свежие красный лук томаты сырный соус сыр «моцарелла» соленые огурчики кунжутный бортик базилик25 см 385₽30 см 595₽35 см 725₽,0.4693418,0.46855763,0.49753687,0.45593858,0.56116813,0.5035286,70000001027792986,Элвис,Пицца
252874,ветчина свежие шампиньоны чесночный соус сыр «моцарелла» базилик25 см 335₽30 см 595₽35 см 685₽,0.4694991,0.4622929,0.49917132,0.45345077,0.55637044,0.50002605,70000001027792986,Вудсток,Пицца
252875,четыре сыра «моцарелла» «пармезан» «гауда» «дорблю» пиццасоусе базилик25 см 385₽30 см 595₽35 см 685₽,0.47008854,0.47652984,0.49665028,0.45440978,0.5599333,0.501986,70000001027792986,Чиииз,Пицца
252876,куриное филе ветчина свежие томаты чесночный соус сыр «моцарелла» базилик закажи кеннеди25 см 365₽30 см 595₽35 см 695₽,0.46836212,0.46646708,0.49784365,0.45449328,0.5581455,0.5024662,70000001027792986,Кеннеди,Пицца
